facilityid,facilityname,reportperiod,vocs,unitsofvocs,tsp,unitsoftsp,sox,unitsofsox,nox,unitsofnox,status,toluene,unitsoftoluene,xylene,unitsofxylene,benzene,unitsofbenzene,ethylbenzene,unitsofethylbenzene,styrene,unitsofstyrene,methylenechloride,unitsofmethylenechloride,11dichloroethane,unitsof11dichloroethane,12dichloroethane,unitsof12dichloroethane,chloroform,unitsofchloroform,111trichloroethane,unitsof111trichloroethane,carbontetrachloride,unitsofcarbontetrachloride,trichloroethylene,unitsoftrichloroethylene,tetrachloroethylene,unitsoftetrachloroethylene,heavymetal,unitsofheavymetal,dioxin,unitsofdioxin
T51A0119,昱成生物科技股份有限公司,2022年第1季,0,公噸,0.132,公噸,0.524,公噸,0.853,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0.001,"g I-TEQ"
T5401944,唐華牧場,2022年第1季,0,公噸,0.002,公噸,0.057,公噸,0.04,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5401373,幹雄畜牧場,2022年第1季,0,公噸,0.042,公噸,0,公噸,0.007,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5400974,有庭畜牧場,2022年第1季,0,公噸,0.02,公噸,0,公噸,0.003,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5400965,台灣綠藻工業股份有限公司龍泉廠,2022年第1季,0,公噸,0.012,公噸,0.029,公噸,0.299,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5400572,頂新製油實業股份有限公司屏東廠,2022年第1季,0,公噸,0,公噸,0,公噸,0.001,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5400536,宏益冷凍食品股份有限公司,2022年第1季,0,公噸,0.003,公噸,0,公噸,0.116,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5400509,復進企業股份有限公司,2022年第1季,0,公噸,0,公噸,0,公噸,0.008,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5300442,恩盈企業股份有限公司,2022年第1季,0.036,公噸,0.176,公噸,0.011,公噸,0.03,公噸,完成核算,0.005,公噸,0.004,公噸,0.013,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5400438,陸仕企業股份有限公司屏東廠,2022年第1季,0,公噸,0.031,公噸,0.079,公噸,0.993,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T53A0020,勤德農產食品有限公司,2022年第1季,0,公噸,0.002,公噸,0.009,公噸,0.175,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5400410,萬家香醬園股份有限公司屏東廠,2022年第1季,0,公噸,0.026,公噸,0.065,公噸,0.573,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5400232,偉銘木業有限公司,2022年第1季,1.03,公噸,0.029,公噸,0.018,公噸,0.047,公噸,完成核算,0.307,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5400170,國盛食品股份有限公司屏東廠,2022年第1季,0,公噸,0.021,公噸,0,公噸,0.06,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5400107,臺灣菸酒股份有限公司內埔菸廠,2022年第1季,0.048,公噸,0.004,公噸,0,公噸,0.222,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T53A0931,一陸麵包粉股份有限公司,2022年第1季,0,公噸,0.001,公噸,0.001,公噸,0.019,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T53A0911,稻香食品行,2022年第1季,0,公噸,0.001,公噸,0,公噸,0.002,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T53A0496,名立實業有限公司萬巒厰,2022年第1季,0,公噸,0.08,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T53A0426,晨欣食品有限公司,2022年第1季,0,公噸,0.004,公噸,0.009,公噸,0.118,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T53A0357,鈞益畜牧場,2022年第1季,0,公噸,0.276,公噸,0.002,公噸,0.047,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T53A0337,亨科企業有限公司,2022年第1季,0.185,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T51A0436,益磊砂石行,2022年第1季,0,公噸,1.14,公噸,0,公噸,0,公噸,核算確認中,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5400483,臺灣菸酒股份有限公司屏東酒廠,2022年第1季,20.461,公噸,0.018,公噸,0,公噸,0.59,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T57A0090,佑錸股份有限公司,2022年第1季,1.324,公噸,0.518,公噸,0.907,公噸,0.801,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0.002,公噸,0.006,"g I-TEQ"
T5903229,大地亮環保服務有限公司崁頂廠,2022年第1季,0,公噸,1.33,公噸,0.001,公噸,0.001,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5903194,嘉益土資場有限公司,2022年第1季,0,公噸,0.331,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5903130,嘉一香食品股份有限公司,2022年第1季,0,公噸,0.005,公噸,0.014,公噸,0.172,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5900246,屏東縣崁頂垃圾資源回收場,2022年第1季,20.511,公噸,3.814,公噸,2.968,公噸,47.808,公噸,核算確認中,0.287,公噸,0.507,公噸,0.601,公噸,0.096,公噸,0,公噸,0.021,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0.022,公噸,0.016,"g I-TEQ"
T58A1281,優面塗裝股份股份有限公司,2022年第1季,0.272,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T58A0956,泰安食品股份有限公司屏東廠,2022年第1季,0,公噸,0.001,公噸,0,公噸,0.026,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T58A0768,旻泰企業行,2022年第1季,0.06,公噸,0.363,公噸,0.017,公噸,0.041,公噸,完成核算,0.008,公噸,0.007,公噸,0.021,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T58A0699,信義興製材有限公司,2022年第1季,0,公噸,0.001,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T58A0510,高至實業股份有限公司,2022年第1季,0.034,公噸,0.104,公噸,0.049,公噸,0.766,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T58A0411,佳格企業社,2022年第1季,0,公噸,0.001,公噸,0.001,公噸,0.016,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T58A0372,台灣金布丹生物科技有限公司新園廠,2022年第1季,0.001,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T54A1003,超群混凝土工業股份有限公司內埔廠,2022年第1季,0,公噸,0.264,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T57A0159,虹京金屬股份有限公司二廠,2022年第1季,0,公噸,0,公噸,0,公噸,0.009,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5903489,永源飼料行,2022年第1季,0,公噸,0.005,公噸,0.048,公噸,0.033,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5704806,興惟企業有限公司屏南廠,2022年第1季,0.737,公噸,0.026,公噸,0.155,公噸,0.62,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5704744,申豐特用應材股份有限公司屏東廠,2022年第1季,3.305,公噸,0.066,公噸,0.316,公噸,2.251,公噸,核算確認中,0,公噸,0,公噸,0,公噸,0,公噸,0.28,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5704717,鍇霖企業股份有限公司,2022年第1季,0,公噸,0.265,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5704682,健合實業股份有限公司,2022年第1季,0.6,公噸,0.021,公噸,0.032,公噸,0.409,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5704673,國泰化工廠股份有限公司屏南分公司,2022年第1季,0.042,公噸,0.277,公噸,0.775,公噸,1.425,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5704655,鴻亨科技有限公司屏南廠,2022年第1季,0.818,公噸,0.159,公噸,0.169,公噸,0.828,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0.005,"g I-TEQ"
T5704637,吟餘股份有限公司,2022年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5704619,和協環保科技股份有限公司,2022年第1季,3.491,公噸,0.031,公噸,0.054,公噸,0.643,公噸,核算確認中,0.584,公噸,0.292,公噸,0,公噸,0,公噸,0,公噸,0.001,公噸,0,公噸,0,公噸,0.001,公噸,0.001,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5704593,新尚道企業有限公司,2022年第1季,0.36,公噸,0.333,公噸,1.286,公噸,0.684,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0.001,公噸,0,"g I-TEQ"
T5704584,鯤晟五金股份有限公司,2022年第1季,0.092,公噸,0.51,公噸,0.001,公噸,0.016,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5704566,承松企業有限公司屏南廠,2022年第1季,1.383,公噸,0.038,公噸,0.299,公噸,0.227,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0.001,公噸,0.008,"g I-TEQ"
T57A0179,旭紘環保科技股份有限公司,2022年第1季,0.001,公噸,0.002,公噸,0.043,公噸,0.168,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U0003012,錦山企業有限公司,2022年第1季,0,公噸,2.295,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T4300877,中華食品實業股份有限公司屏東廠,2022年第1季,0,公噸,0.023,公噸,0.058,公噸,0.733,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U0103044,海燕旅社,2022年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U0103035,凱鑫企業有限公司,2022年第1季,0,公噸,0.001,公噸,0,公噸,0.004,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U0100310,利英工礦股份有限公司（利英和仁礦場）,2022年第1季,0,公噸,3.564,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U0100285,欣欣水泥企業股份有限公司,2022年第1季,0,公噸,7.019,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U0100267,和平工業區專用港實業股份有限公司（疏浚養灘砂石堆置場）,2022年第1季,0,公噸,0.005,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U0100258,和平電力股份有限公司和平火力發電廠,2022年第1季,0.085,公噸,45.545,公噸,488.768,公噸,377.23,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0.026,公噸,0.012,"g I-TEQ"
U0100203,富山石礦企業股份有限公司,2022年第1季,0,公噸,0.151,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U0100187,台灣水泥股份有限公司和平分公司和平廠,2022年第1季,0.001,公噸,13.501,公噸,13.459,公噸,1287.489,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0.226,公噸,0.3,"g I-TEQ"
U0100169,天祥晶華飯店股份有限公司,2022年第1季,0.012,公噸,0.07,公噸,0.002,公噸,0.201,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U0100098,鳳冠大飯店,2022年第1季,0,公噸,0,公噸,0,公噸,0.001,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5903247,冠峰畜牧場,2022年第1季,0,公噸,0.092,公噸,0.001,公噸,0.016,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U0100043,台灣水泥股份有限公司和平石礦,2022年第1季,0,公噸,1.255,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5903390,醇香食品股份有限公司,2022年第1季,0,公噸,0.103,公噸,0.395,公噸,1.371,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U0000100,衛生福利部玉里醫院(萬寧院區),2022年第1季,0,公噸,0.004,公噸,0,公噸,0.011,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T6603013,豐惇瀝青股份有限公司,2022年第1季,0.46,公噸,1.291,公噸,1.144,公噸,1.761,公噸,完成核算,0.009,公噸,0,公噸,0.018,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T6503125,磐鑫實業有限公司臨時混凝土廠,2022年第1季,0,公噸,0.546,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T6403120,興磊砂石有限公司,2022年第1季,0,公噸,0.008,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T6400058,鳳勝實業股份有限公司恆春廠,2022年第1季,0,公噸,0.188,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T6203040,佳林屠宰場,2022年第1季,0,公噸,0.001,公噸,0,公噸,0.004,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T61A0430,合一生技股份有限公司(南州廠),2022年第1季,0.01,公噸,0.001,公噸,0,公噸,0.003,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T61A0371,傳說企業有限公司,2022年第1季,0,公噸,0,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T61A0183,正龍企業有限公司南州廠,2022年第1季,0,公噸,0.204,公噸,0.057,公噸,0.04,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T6100071,佳辰實業股份有限公司,2022年第1季,0,公噸,0.004,公噸,0.01,公噸,0.12,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5701029,肇興企業股份有限公司,2022年第1季,0,公噸,0.011,公噸,0.02,公噸,0.254,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
U0100052,幸福水泥股份有限公司東澳廠和仁碎石工廠,2022年第1季,0,公噸,14.171,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5500184,台田醬園,2022年第1季,0,公噸,0,公噸,0.002,公噸,0.007,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T55A0931,屏東縣農會農特產品加工廠,2022年第1季,0,公噸,0.001,公噸,0,公噸,0.003,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T55A0634,永成黃豆製品廠,2022年第1季,0,公噸,0.001,公噸,0.002,公噸,0.047,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T55A0545,六堆釀興業有限公司,2022年第1季,0,公噸,0,公噸,0.001,公噸,0.013,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T55A0515,弘宇企業行,2022年第1季,0,公噸,1.567,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T55A0496,法務部矯正署屏東看守所,2022年第1季,0,公噸,0.002,公噸,0,公噸,0.005,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T55A0317,如記食品有限公司,2022年第1季,0,公噸,0.191,公噸,0.391,公噸,0.481,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T55A0129,彭玉山畜牧場,2022年第1季,0,公噸,0.032,公噸,0.001,公噸,0.016,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T55A0050,鑫山食品廠,2022年第1季,0,公噸,0.003,公噸,0.028,公噸,0.02,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
T5504146,廣晟砂石行,2022年第1季,0,公噸,1.182,公噸,0,公噸,0,公噸,完成核算,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,公噸,0,"g I-TEQ"
